;Opcao;Tempo(ms);Tempo Server;Tempo Comunicacao
522;6;9.9e-05;1.7e-05;8.199999999999999e-05
523;6;8.4e-05;1.7e-05;6.7e-05
524;6;9.6e-05;1.4e-05;8.2e-05
525;6;9e-05;2.4e-05;6.6e-05
526;6;7e-05;1.9e-05;5.099999999999999e-05
527;6;9.5e-05;2e-05;7.500000000000001e-05
528;6;8.7e-05;1.4e-05;7.3e-05
529;6;9.6e-05;1.5e-05;8.1e-05
530;6;8.1e-05;1.7e-05;6.400000000000001e-05
531;6;8.6e-05;1.8e-05;6.8e-05
532;6;9.2e-05;1.3e-05;7.9e-05
533;6;0.000105;1.7e-05;8.8e-05
534;6;7.8e-05;2.3e-05;5.4999999999999995e-05
535;6;6.7e-05;1.4e-05;5.3e-05
536;6;6.6e-05;1.4e-05;5.2000000000000004e-05
537;6;7.1e-05;1.4e-05;5.7e-05
538;6;8.8e-05;1.6e-05;7.2e-05
539;6;6.3e-05;1.7e-05;4.6e-05
